ID,CATEGORY,LINK,NAME ,DESCRIPTION,COMPANY,IMAGE
37,Accounting and Finance,https://www.jobstreet.com.my/en/job/finance-analyst-executive-4779029?jobId=jobstreet-my-job-4779029&sectionRank=1&token=0~7dd7a23f-d969-4a11-963c-b2a51a95cbb2&fr=SRP%20Job%20Listing,Finance Analyst Executive ,"Job Responsibilities: Administer, monitor and review all financial plans and budgets on monthly basis; monitor progress and changes; and keep senior leadership team abreast of the organization’s financial status.Lead the 5 years strategic financial planning process for the company.Owns and continuously improve the design of the company’s accounting hierarchy levels reporting system.Develop the internal and external auditing plan, processes and managing the auditing program with the appropriate resources.Analyse current and past trends in key performance indicators including all areas of revenue, cost of sales, expenses and capital expenditures.Monitor performance indicators, highlighting trends and analysing causes of unexpected variance.Ad-Hoc Reporting and Analysis as and when required by the stakeholder.To prepare quarterly and monthly financial reports, partnering with the business in improving processes.Implement and work with a Business Intelligence Tool and Dashboard reports.Improve performance by evaluating processes to drive efficiencies and understand ROI in marketing programs, menu pricing, new store rollouts as well as new projects.Develop financial models and analyses to support strategic initiatives.Analyse complex financial information and reports to provide accurate and timely financial recommendations to management for decision making purposes.Supporting Management Team and Departments heads with in-depth analysis.Prepare presentations to Management Team and Departments heads.",STAR GLORY ASIA (M) SDN. BHD,
38,Accounting and Finance,https://www.jobstreet.com.my/en/job/p2p-assistant-manager-4778484?jobId=jobstreet-my-job-4778484&sectionRank=2&token=0~51882273-1770-43de-af06-1b5eb2cc5a36&fr=SRP%20Job%20Listing,P2P Assistant Manager ,"Key responsibilities includes:Managing a small team to achieve team’s/department’s goalsOversee the intercompany processing, reporting, transactions and closing processMonitor month end timetable and important deadlines.Manage and monitor team performance on a regular basis to ensure that service levels and targets as defined in Service Level Agreements are met.Review weekly, monthly Key Performance Indicators (KPIs) and follow up with outstanding operational items.Assist in process standardization.Ensure follow up on aged intercompany items in a timely basis.Identify process improvement opportunities, provide timely feedback, and suggest effective and efficient solutions.Resolves issues/concerns regarding invoice issues contacts to customers, Site Finance, Business Units. Serves as point of escalation.Liaising with counterparts globally to resolve intercompany issues.Providing audit support relating to intercompany activities.Involve in ad-hoc project and migration (if any).",Barry Callebaut Malaysia Sdn Bhd,
39,Accounting and Finance,https://www.jobstreet.com.my/en/job/finance-executive-ap-treasury-4780377?jobId=jobstreet-my-job-4780377&sectionRank=2&token=0~0fd1fc01-7d72-47cc-beb3-052ec68613e8&fr=SRP%20Job%20Listing,Finance Executive – AP & Treasury ,"Job Description:Key in supplier invoices/credit notes for MAS/IL in Sage.Ensure proper authorization of documentation before key in into the accounting system.Prepare vendor reconciliation, to ensure expenses are correctly entered to the correct cost centre before arranging the paymentTo liaise with vendor for the outstanding invoices.Preparing payment voucher and bank remittance advice for daily urgent payment, monthly aging payment, blank cheques and crew change payment.Preparing the Withholding Tax payment to IRB.Prepare interco billingFiling payment voucher for MYR, USD and BND.Monitoring of cash flow.",Ben Line Agencies (M) Sdn Bhd,
40,Accounting and Finance,https://www.jobstreet.com.my/en/job/senior-accounts-executive-4774698?jobId=jobstreet-my-job-4774698&sectionRank=7&token=0~8ed69e17-235d-4594-860b-b9d1cb4251cc&fr=SRP%20Job%20Listing,Senior Accounts Executive ,Job Responsibilities:Handling full set of accounts and perform month end closing in a timely manner.Prepare bank reconciliation and monitor daily bank balances.Prepare monthly management reports and other accounts related matters.Assist in audit and tax preparation.Ensure proper maintenance of documentation and filing to support all accounting entries.Performing day to day accounting operations.Undertake any other ad-hoc accounting assignment.,Vistage Malaysia Sdn. Bhd.,
41,Accounting and Finance,https://www.jobstreet.com.my/en/job/account-executive-4779528?jobId=jobstreet-my-job-4779528&sectionRank=1&token=0~f4efc4ba-14d2-422e-b3aa-91f8b9c2589c&fr=SRP%20Job%20Listing,Account Executive,"Responsibilities: Assist in business administration and operations.Coordinate/communicate with clients & vendors for reporting tallying check & business-related matter.Preparation of weekly, monthly reporting package, reconciliation & analysis.Timely submission for all weekly, monthly reporting to clients.Keep Tracking & documented client's details and related information.To undertake other related jobs from time to time directed by superior.",Giant Platinum Sdn Bhd,
42,Accounting and Finance,https://www.jobstreet.com.my/en/job/account-executive-4777896?jobId=jobstreet-my-job-4777896&sectionRank=1&token=0~bed09f5a-e61a-4da8-992e-930523aa52d7&fr=SRP%20Job%20Listing,Account Executive ,"Job Description: Responsibilities:-Administer and monitor finance system.-Validate and input accuracy of invoice and documents/records.-Update and maintain accounting journals, ledgers and financial data.-Daily finance function : AP, AR, GL, Cash flow, and asset management.-Preparation of monthly management report.-Preparation of monthly salary, EPF, SOCSO, EIS, PCB.-Liaise with auditor, tax agent and company secretary.-To assist daily operational duties and perform any others ad-hoc accounting assignment as assigned by superior from time to time",Goldcrest F&B Sdn Bhd,
43,Accounting and Finance,https://www.jobstreet.com.my/en/job/account-executive-finance-4777569?jobId=jobstreet-my-job-4777569&sectionRank=1&token=0~9b09abd6-4ccb-414c-80cf-b8894ec8b76f&fr=SRP%20Job%20Listing,"Account Executive, Finance ","Responsibilities: Taking a proactive role in managing and collecting debts of company debtors.Handle full set of accounting work including AP, AR and GL.To perform monthly bank reconciliation, monthly analysis, daily payment issuance, daily collection and submit as per dateline.To prepare, analyse and report financial results to ensure accounting records and systems are in compliance with company policies, approved accounting standards and statutory requirements.",TTL SALES & RENTAL SDN BHD,
44,Accounting and Finance,https://www.jobstreet.com.my/en/job/executive-senior-executive-finance-4780124?jobId=jobstreet-my-job-4780124&sectionRank=1&token=0~65d70c00-bc02-4cc7-9c13-0764037ce068&fr=SRP%20Job%20Listing,Executive/Senior Executive – Finance,Job Description: The successful candidate will be responsible to perform all activities related to general ledger function and assist to prepare the monthly financial reports for the Management’s decision making. The incumbent also needs to perform cash/treasury function and other related accounting functions.,Malaysian Institute of Accountants,
45,Accounting and Finance,https://www.jobstreet.com.my/en/job/accounts-executive-miri-and-png-4779242?jobId=jobstreet-my-job-4779242&sectionRank=2&token=0~1bbbc0ca-6855-4550-baf0-802add55ac36&fr=SRP%20Job%20Listing,Accounts Executive,"RESPONSIBILITIES: Handle statutory and government bodies submissions.Prepare monthly cash flow and payment budget.Maintain bank or cash book record and reconciliation.Handle and monitor customers invoicing and collectionsMaintain full set of book keeping and key in into accounting software system.Prepare Monthly Management Accounts Report, Executive Summary and Costing Report. Liaison and submission of documents to auditors, government and other statutory bodies.",TRINITY FORTE SDN. BHD.,
46,Accounting and Finance,https://www.jobstreet.com.my/en/job/account-executive-cum-admin-4805954?jobId=jobstreet-my-job-4805954&sectionRank=3&token=0~a3e01e8e-dc64-4032-9b5f-51fcc59ebb10&fr=SRP%20Job%20Listing,Account cum Admin Executive ,"Job Responsibilities: To handle full set of company accounts.To performs and validate monthly payroll task.Prepare management accounts and all supporting schedules on monthly basis.Liaise with Auditors ,Tax Agent, Bankers, keep abreast of new government policy regarding financial reporting, payrolls, compliance and tax submission.Prepare tax computation and submission, year end closing management account for audit purpose.Supporting management and executive staff by performing any assigned. accounting and clerical tasks.Handle daily accounting transaction & monitor cash flow.Perform any others accounting/ finance duties and responsibilities as and when necessary.Responsible for closing and preparation of monthly financial reports, including bank reconciliation, balance sheet, profit and loss statement, and other reports.Preparing invoice, credit and debit note. Check on staff expenses claims.Manage customer statement of account.Perform all the administration task assigned.General admin support and other relevant tasks or assignments that may be assigned from time to time.",Macreal International (Perak) Sdn Bhd,
